,document_name,sentence,potential_measurements
515,S0921818113002245-882.txt,"The solid line in (a) shows the OxCal modelled age–depth relationship produced by integrating the radiocarbon wiggle-match of a series of 873 varves (Mellström et al., 2013) with a series of terrestrial macrofossil ages (labels 46–52.1.1).","[['CARDINAL', 35, 36], ['DATE', 43, 44], ['DATE', 50, 52], ['CARDINAL', 54, 55]]"
516,S0921818113002245-882.txt,(2003).,"[['DATE', 83, 84]]"
517,S0921818113002245-882.txt,"The sedimentation rate shown in (b) was calculated by interpolation between radiocarbon-dated levels, the AD 1850 lead pollution horizon (Guhrén et al., 2003) and the sediment surface.","[['DATE', 105, 107], ['DATE', 116, 117]]"
518,S0921818113002245-882.txt,"(c) Loss-on-ignition, which is relatively stable in the sediments above 10.5 m depth.","[['CARDINAL', 140, 141]]"
519,S0950705113001895-23137.txt,"Assume the object x11 in Table 4 inserts into Table 2, and U′ =","[['LAW', 5, 7], ['LAW', 9, 11]]"
520,S0950705113001895-23137.txt,"Since ∀x ∈ U, f(x, d) ≠ f(x11, d) = 3 and f(D2, d) < f(x11, d)","[['ORG', 22, 25], ['CARDINAL', 31, 32], ['CARDINAL', 36, 37]]"
521,S0925443913003037-654.txt,Cranial MRI performed at age 2.5 years.,"[['DATE', 4, 7]]"
522,S1750583613004192-1267.txt,"An additional uncertainty arises from saturation profiling, which discerns between pores filled with brine and pores filled with CO2 above a poorly constrained level of saturation (Arts et al., 2004).","[['DATE', 33, 34]]"
523,S1750583613004192-1267.txt,"It follows from the commonly used Gassmann equation (Gassmann, 1951) that: (a) very low saturations of less than a few percent are undetectable; (b) a strong correlation emerges as the gas saturation increases from a few percent to around thirty percent; and (c) for saturations much above thirty percent, it is difficult to distinguish between moderate and high saturations.","[['ORG', 42, 43], ['ORG', 45, 46], ['DATE', 47, 48], ['PERCENT', 79, 82], ['PERCENT', 83, 86], ['PERCENT', 94, 97]]"
524,S1750583613004192-1267.txt,"It follows that the 80% gas saturation that is commonly assumed for the Sleipner plume, while reasonable (Chadwick et al., 2005; Bickle et al., 2007), remains uncertain (Lumley, 2008).","[['PERCENT', 113, 115], ['PERSON', 123, 124], ['PERSON', 129, 130], ['DATE', 134, 135], ['DATE', 141, 142], ['ORG', 147, 150]]"
525,S1750583613004192-1267.txt,"If the 80% assumption represents a reasonable upper limit to the mean saturation for the plume, the lower limit could be as low as 40%, halving mass balance estimates premised on the widely assumed high-saturation value.","[['PERCENT', 154, 156], ['PERCENT', 175, 180]]"
526,S0167610513001001-1751.txt,8 shows the mean difference between wind speeds measured by the lidar and sonic anemometer against anemometer wind speed.,"[['CARDINAL', 2, 3]]"
527,S0167610513001001-1751.txt,The data was divided into bins of 1 m s−1.,"[['CARDINAL', 29, 30]]"
528,S0167610513001001-1751.txt,"The mean difference between the two instruments remains fairly constant, with the lidar overestimating the wind speed by between 0 and 0.5 m s−1.","[['CARDINAL', 52, 53], ['CARDINAL', 66, 70]]"
529,S0167610513001001-1751.txt,At wind speeds greater than 20 m s−1 the lidar appears to be overestimating the wind speed.,"[['CARDINAL', 76, 79]]"
530,S0038071712001010-1044.txt,(2008) might be expected to result in alterations in soil structure relative to hyphae of other slower growing species.,[]
531,S0038071712001010-1044.txt,"(2001, 2004) demonstrated that AMF hyphae frequently anastamose and could result in a large network of interconnecting hyphae.","[['DATE', 52, 55]]"
532,S0038071712001010-1044.txt,"A soil with a greater proportion of small pores (∼0.4 mm2) will retain water more effectively than a soil with larger pores; furthermore, small pores act as nutrient-rich habitats for soil microflora (Nunan et al., 2001).","[['PERSON', 111, 112], ['DATE', 145, 146]]"
533,S0038071712001010-1044.txt,"Bearden (2001) concluded, in a study of soil–water characteristics, that AMF hyphae resulted in soils gaining groups of small pores which corroborates the current findings, although it is interesting that different Glomus species affect the size and distance between pores differently.","[['DATE', 179, 180], ['GPE', 215, 216]]"
534,S0038071712001010-1044.txt,Bearden (2001) used a combination of six Glomus species (including G. mosseae) in her investigation of vertisols.,"[['DATE', 228, 229], ['CARDINAL', 234, 235], ['GPE', 235, 236]]"
535,S0038071712001010-1044.txt,(2009) found no evidence of G. intraradices forming small diameter structural pores and the larger size of the pores relative to the AMF led them to conclude that pore development was an indirect effect of the mycorrhiza.,"[['DATE', 256, 257]]"
536,S0038071712001010-1044.txt,"Previous studies (e.g. Bedini et al., 2009) showed that aggregate stability is affected by the plant-fungal system rather than by plant root metabolism.","[['PERSON', 358, 359], ['DATE', 363, 364]]"
537,S0038071712001010-1044.txt,(2009) performed an elegant experiment in which mycorrhizal-deficient and ‘wild type’ tomato plants were grown in an agricultural field soil amended with G. mosseae and G. intraradices.,"[['DATE', 389, 390], ['ORG', 416, 417]]"
538,S0038071712001010-1044.txt,Their experiment lasted for 84 days and during this time the soil experienced wet–dry cycles which may have encouraged microbial populations to produce polysaccharides which in turn enhanced aggregate production.,"[['DATE', 461, 463]]"
539,S0038071712001010-1044.txt,"Whilst it has been shown before that different AMF species may affect aggregate stability (Schreiner et al., 1997), the focus here is on the effects of the mycelium in addition to the mycorrhiza.","[['ORG', 544, 547], ['DATE', 549, 550]]"
540,S0038071712001010-1044.txt,"No correlations were observed for AMF hyphal abundance and soil physical properties, demonstrating that the differences observed may relate to growth patterns and mycelium architecture rather than density, or perhaps to AMF-specific altered C-exudation since AM fungi are known to produce extracellular soil proteins such as glomalin (Wright and Upadhyaya, 1996).","[['PERSON', 622, 623], ['GPE', 624, 625], ['DATE', 626, 627]]"
541,S0032063312002437-627.txt,"Inspection of the datasets from a large number of orbits showed that it was convenient to locate the Ion Composition Boundary (ICB), which marks the transition between the shocked solar wind and the planetary plasma (e.g. Martinecz et al., 2008), by considering the mass channel number at which the largest number of ions was observed in each 192 s cycle.","[['ORG', 17, 21], ['ORG', 22, 23], ['PERSON', 40, 41], ['CARDINAL', 65, 66]]"
542,S0032063312002437-627.txt,Data from times at which the mass channel number of the maximum ion count was 15 or less were taken to correspond to altitudes below the ICB.,"[['CARDINAL', 84, 85], ['ORG', 95, 96]]"
543,S0032063312002437-627.txt,"For example, in the data set for 9th August 2008 shown in Fig. 1, the data between 05:28 UT and 05:47 UT were interpreted as being from inside the ICB.","[['DATE', 114, 117], ['PERSON', 119, 120], ['CARDINAL', 121, 122], ['ORG', 138, 139]]"
544,S0032063312002437-627.txt,"These data are shown within the pink box in Fig. 1, and it was these data that were considered for further analysis in this particular example.","[['PERSON', 149, 150], ['CARDINAL', 151, 152]]"
545,S0378383911001669-1634.txt,"Flow depths were measured using Laser-induced fluorescence (LIF) (Sue et al., 2006).","[['ORG', 0, 1], ['ORG', 5, 6], ['ORG', 10, 11], ['PERSON', 13, 16], ['DATE', 18, 19]]"
546,S0378383911001669-1634.txt,"Fluorescent dye was added to the water, with a concentration of approximately 0.1 mg/l and illuminated by the Nd-YAG Laser.","[['CARDINAL', 33, 35]]"
547,S0378383911001669-1634.txt,The emitted light from the fluorescent dye was recorded by a Kodak Megaplus ES1.0 b/w digital video camera fitted with a 50 mm fixed focal length lens and a Hasselblad orange filter.,"[['ORG', 58, 59], ['QUANTITY', 70, 72], ['ORG', 78, 79]]"
548,S0378383911001669-1634.txt,The camera was aligned with the 1:10 slope of the beach and rotated forwards so that the camera view was at all times above the free surface (Fig. 4).,"[['DATE', 88, 89], ['PERSON', 110, 111], ['CARDINAL', 112, 113]]"
549,S0006322312001096-1230.txt,Differences between the analytic sample and the excluded participants were generally small (Table S1 in Supplement 1).,"[['WORK_OF_ART', 13, 15]]"
550,S0006322312001096-1230.txt,"Compared with those included, participants excluded from the analyses were more likely to be women, nonwhite, and current smokers, although other characteristics were similar in the two groups.","[['CARDINAL', 50, 51]]"
551,S0006322312001096-1230.txt,"Across the 5-year data cycles, 12.1% of participants without GHQ symptoms developed such symptoms, 4.6% of those without CES-D depressive symptoms had such symptoms at follow-up, and 2.1% of those not on antidepressant treatment started such medication.","[['DATE', 55, 58], ['PERCENT', 61, 63], ['ORG', 66, 67], ['PERCENT', 72, 74], ['PERCENT', 91, 93]]"
552,S0006322312001096-1230.txt,"Of the cases of GHQ symptoms, 5.4% used antidepressant medication, the corresponding proportion being 9.2% for those with CES-D depressive symptoms.","[['ORG', 107, 108], ['PERCENT', 110, 112], ['PERCENT', 120, 122]]"
553,S0006322312001096-1230.txt,"Of participants with GHQ symptoms, 47.4% also had CES-D depressive symptoms (Pearson correlation at phase 7 r = .64, p < .001).","[['ORG', 134, 135], ['PERCENT', 137, 139], ['PRODUCT', 147, 148], ['CARDINAL', 151, 152]]"
554,S0006322312001096-1230.txt,"Conversely, among participants with CES-D depressive symptoms, 59.9% also had GHQ symptoms.","[['PERCENT', 172, 174], ['ORG', 176, 177]]"
555,S0378383912000130-1054.txt,Results for the 8.5 mm beach.,"[['QUANTITY', 26, 28]]"
556,S0168945213001805-5026.txt,Four-year-old wild-type cottonwood (P. trichocarpa) suffered significant defoliation at normal infestation levels of the leaf beetle (Chrysomela scripta).,"[['DATE', 0, 5], ['PRODUCT', 25, 26]]"
557,S0168945213001805-5026.txt,The wild-type trees had a net growth that was 13% less than those over-expressing the cry toxins from Bt.,"[['PERCENT', 40, 42], ['GPE', 52, 53]]"
558,S0168945213001805-5026.txt,The trees producing the Cry3A toxin had very low feeding damage [165].,"[['CARDINAL', 66, 67]]"
559,S0168945213001805-5026.txt,Eucalypts over-expressing a sequence-enhanced version of cry3Aa produced leaves that were toxic to three beetle species [166].,"[['CARDINAL', 86, 87], ['CARDINAL', 90, 91]]"
560,S0169433213008933-689.txt,"To increase reflectance of the HSQ film and to avoid light transmission and reflection from the metal substrate, we sputter coated cured HSQ samples with a thin film of gold/palladium (80/20) alloy.","[['ORG', 5, 6], ['CARDINAL', 34, 35]]"
561,S0169433213008933-689.txt,"We used the Balzers SCD 004 sputter coater, operated with 0.06–0.07 mBar pressure of Argon.","[['ORG', 50, 51], ['GPE', 53, 54]]"
562,S0169433213008933-689.txt,Samples have been processed for 240 s at 30 mA current.,"[['CARDINAL', 60, 61], ['CARDINAL', 63, 64], ['ORG', 64, 65]]"
563,S016412121300188X-5038.txt,"As an answer to RQ7, this study finds that unless there is significant refactoring of the system, coherent cluster profiles remain stable during system evolution and thus captures the core architecture of the program in all three case studies.","[['GPE', 4, 5], ['CARDINAL', 38, 39]]"
564,S0921818113002245-1752.txt,"There are, however, distinct changes in magnetic susceptibility within GU-3, which also contains a distinct layer of clastic sediment (approximately 1 mm thick) with high magnetic susceptibility at depth of 5.16 m. Magnetic susceptibility remains variable in GU-2, which is a lighter brown fine detritus gyttja.","[['ORG', 31, 32], ['CARDINAL', 55, 56]]"
565,S0921818113002245-1752.txt,The onset of liming within the catchment causes GU-1 to be characterised by thin layers of light coloured non-dissolved calcium carbonate.,"[['ORG', 81, 82]]"
566,S0168945213001805-3964.txt,Gibberellin levels are determined by genes that encode positive regulators such as GIBBERELLIN INSENSITIVE DWARF 1 (GID1),"[['ORG', 0, 1], ['ORG', 12, 15]]"
567,S0168945213001805-3964.txt,[27] or negative regulators such as GA-INSENSITIVE (GAI) and REPRESSOR OF GA-1 (RGA),"[['CARDINAL', 20, 21], ['ORG', 27, 30], ['ORG', 31, 32], ['ORG', 34, 37]]"
568,S0168945213001805-3964.txt,[25].,"[['CARDINAL', 41, 42]]"
569,S0168945213001805-3964.txt,Hybrid poplar (P. tremula × P. alba) over-expressing gai (mutant gene with a 51-bp in-frame deletion) had narrow compact crowns with shorter main stems and branches than the wild type.,"[['CARDINAL', 62, 63]]"
570,S0168945213001805-3964.txt,"By contrast, those that expressed the wild-type form of the gene (GAI) had phenotypes that were not significantly different from the non-transgenic controls, except for early and high frequency of flowering (Table 1)","[['ORG', 100, 101], ['LAW', 125, 127]]"
571,S0168945213001805-3964.txt,[25].,"[['CARDINAL', 129, 130]]"
572,S0168945213001805-3964.txt,"DELLA proteins, which contain an N-terminal DELLA (asp-glu-leu-leu-ala) domain essential for GA-dependent proteasomal degradation, repress GA responses [28].","[['CARDINAL', 166, 167]]"
573,S0168945213001805-3964.txt,"The GID1-GA complex down-regulates DELLA repressor proteins, consequently stimulating plant growth and development [29].","[['CARDINAL', 188, 189]]"
574,S0168945213001805-3964.txt,Hybrid aspen (P. tremula × P. tremuloides) over-expressing GID1 were about 40% taller than the wild type after nine weeks in the greenhouse [19].,"[['PERSON', 203, 204], ['PERCENT', 205, 208], ['DATE', 214, 216], ['CARDINAL', 220, 221]]"
575,S0167739X12001525-5094.txt,Listing 1 shows the rule to increase parameter storage formulated in the Drools language following the pattern presented in Fig.,"[['CARDINAL', 1, 2], ['PERSON', 19, 20]]"
576,S0167739X12001525-5094.txt,4.,"[['CARDINAL', 21, 22]]"
577,S0167739X12001525-5094.txt,"Line 1 defines the name of the rule that is split into a condition part (when, lines 2–12) and an execution part (then, lines 13–17).","[['CARDINAL', 24, 25], ['CARDINAL', 42, 43], ['CARDINAL', 52, 53]]"
578,S0167739X12001525-5094.txt,"Line 4 tries to find the SLA of an application, and stores its id in $slaID and the SLA into $slaApp.","[['CARDINAL', 56, 57], ['ORG', 61, 62], ['ORG', 76, 77]]"
