,document_name,sentence,entities,np
794,S1750583613004192-1267,"It follows that the 80% gas saturation that is commonly assumed for the Sleipner plume, while reasonable (Chadwick et al., 2005; Bickle et al., 2007), remains uncertain (Lumley, 2008).","[('PERCENT', (113, 115)), ('PERSON', (123, 124)), ('PERSON', (129, 130)), ('DATE', (134, 135)), ('DATE', (141, 142)), ('ORG', (147, 150))]","[('It', (109, 110)), ('the 80% gas saturation', (112, 117)), ('the Sleipner plume', (122, 125)), ('reasonable (Chadwick et al', (127, 132)), ('(Lumley', (146, 148))]"
795,S1750583613004192-1267,"If the 80% assumption represents a reasonable upper limit to the mean saturation for the plume, the lower limit could be as low as 40%, halving mass balance estimates premised on the widely assumed high-saturation value.","[('PERCENT', (154, 156)), ('PERCENT', (175, 180))]","[('the 80% assumption', (153, 157)), ('a reasonable upper limit', (158, 162)), ('the mean saturation', (163, 166)), ('the plume', (167, 169)), ('the lower limit', (170, 173)), ('40%', (178, 180)), ('mass balance estimates', (182, 185)), ('the widely assumed high-saturation value', (187, 194))]"
796,S2213671113001306-885,(F) Adult hRPE cultures display expression of markers typical of native RPE in their polarized localization.,"[('ORG', (13, 14))]","[('(F) Adult hRPE cultures', (0, 6)), ('expression', (7, 8)), ('markers', (9, 10)), ('native RPE', (12, 14)), ('their polarized localization', (15, 18))]"
797,S2213671113001306-885,"DAPI is cyan, whereas all other immunofluorescence is gold.",[],"[('DAPI', (19, 20)), ('all other immunofluorescence', (24, 27)), ('gold', (28, 29))]"
798,S2213671113001306-885,"Claudin 19, ezrin, ZO1, and MCT1 are preferentially located on the apical side.","[('CARDINAL', (31, 32)), ('PERSON', (35, 36))]","[('ezrin', (33, 34)), ('ZO1', (35, 36)), ('MCT1', (38, 39)), ('the apical side', (43, 46))]"
799,S2213671113001306-885,RPE65 and CRALBP are cytoplasmic.,"[('ORG', (49, 50))]","[('RPE65', (47, 48)), ('CRALBP', (49, 50))]"
800,S2213671113001306-885,The scale bars represent 10 μm.,"[('CARDINAL', (57, 58))]","[('The scale bars', (53, 56)), ('10 μm', (57, 59))]"
801,S0006322312001096-1205,"Third, at phases 3, 5, 7, and 9, participants were asked whether they had taken any medication in the past 14 days and, if so, to provide the name of the medication.","[('ORDINAL', (0, 1)), ('CARDINAL', (4, 5)), ('DATE', (6, 7)), ('DATE', (8, 9)), ('CARDINAL', (11, 12)), ('DATE', (23, 27))]","[('phases', (3, 4)), ('participants', (13, 14)), ('they', (17, 18)), ('any medication', (20, 22)), ('the past 14 days', (23, 27)), ('the name', (34, 36)), ('the medication', (37, 39))]"
802,S0006322312001096-1205,Medications were coded using British National Formulary codes to define antidepressant medication use (codes: 040301–040304) (31).,"[('ORG', (44, 47)), ('CARDINAL', (56, 57)), ('CARDINAL', (59, 60))]","[('Medications', (40, 41)), ('British National Formulary codes', (44, 48)), ('antidepressant medication use', (50, 53)), ('codes', (54, 55))]"
803,S2213158213000582-1327,"For group analyses, the following procedures were applied.",[],"[('group analyses', (1, 3)), ('the following procedures', (4, 7))]"
804,S2213158213000582-1327,"(1) T1-weighted sMRIs from each subject (Fig. 1A) were registered to MNI space (Montreal Neurological Institute, MNI-152 atlas as in Fig.","[('CARDINAL', (11, 12)), ('CARDINAL', (13, 14)), ('PERSON', (21, 22)), ('ORG', (28, 29)), ('ORG', (31, 34)), ('PERSON', (39, 40))]","[('sMRIs', (16, 17)), ('each subject', (18, 20)), ('(Fig. 1A', (20, 24)), ('MNI space', (28, 30)), ('Montreal Neurological Institute', (31, 34)), ('MNI-152 atlas', (35, 37)), ('Fig', (39, 40))]"
805,S2213158213000582-1327,1B) using an affine transformation (FLIRT–FMRIB's Linear Image Registration Tool),"[('CARDINAL', (41, 42)), ('ORG', (52, 56))]","[('1B', (41, 42)), ('an affine transformation', (44, 47)), ('FLIRT', (48, 49)), (""FMRIB's Linear Image Registration Tool"", (50, 56))]"
806,S2213158213000582-1327,"(Jenkinson and Smith, 2001) in FSL (www.fmrib.ox.ac.uk/fsl/).","[('PERSON', (58, 59)), ('DATE', (62, 63)), ('ORG', (65, 66))]","[('(Jenkinson', (57, 59)), ('Smith', (60, 61)), ('FSL', (65, 66)), ('www.fmrib.ox.ac.uk/fsl/', (67, 68))]"
807,S2213158213000582-1327,(2),"[('CARDINAL', (71, 72))]",[]
808,S2213158213000582-1327,"The cortical (Fig. 1C) and subcortical masks with pre-defined brain regions from the standard atlas were transferred to the individual's headspace (Fig. 1D), using the inverse of the transformation obtained in the first step: the Harvard-Oxford Atlas, part of the FSL software with masks of 96 cortical gray-matter regions (48 regions in each hemisphere), 21 sub-cortical regions, and cerebellum, was used.","[('ORG', (76, 77)), ('CARDINAL', (78, 79)), ('PERSON', (101, 102)), ('ORDINAL', (115, 116)), ('ORG', (119, 120)), ('ORG', (127, 128)), ('CARDINAL', (132, 133)), ('CARDINAL', (139, 140)), ('CARDINAL', (146, 147))]","[('The cortical (Fig. 1C', (73, 79)), ('subcortical masks', (81, 83)), ('pre-defined brain regions', (84, 89)), ('the standard atlas', (90, 93)), (""the individual's headspace"", (96, 100)), ('Fig. 1D', (101, 104)), ('the inverse', (107, 109)), ('the transformation', (110, 112)), ('the first step', (114, 117)), ('the Harvard-Oxford Atlas', (118, 123)), ('part', (124, 125)), ('the FSL software', (126, 129)), ('masks', (130, 131)), ('96 cortical gray-matter regions', (132, 138)), ('48 regions', (139, 141)), ('each hemisphere', (142, 144)), ('21 sub-cortical regions', (146, 151)), ('cerebellum', (153, 154))]"
809,S2213158213000582-1327,(3),"[('CARDINAL', (159, 160))]",[]
810,S2213158213000582-1327,The regional masks were down-sampled to a cubic source grid with voxels of 5 mm per side (Fig. 1E).,"[('QUANTITY', (176, 178)), ('ORG', (181, 182)), ('CARDINAL', (183, 184))]","[('The regional masks', (161, 164)), ('a cubic source', (169, 172)), ('voxels', (174, 175)), ('5 mm', (176, 178)), ('side', (179, 180)), ('(Fig. 1E', (180, 184))]"
811,S2213158213000582-1327,(4) VESTAL MEG source imaging used the source grid from step 3.,"[('CARDINAL', (187, 188)), ('ORG', (190, 191)), ('CARDINAL', (199, 200))]","[('VESTAL MEG source imaging', (189, 193)), ('the source', (194, 196)), ('step', (198, 199))]"
812,S2213158213000582-1327,This step permits group-based analyses.,[],"[('This step', (201, 203)), ('group-based analyses', (204, 208))]"
813,S2213158213000582-1327,"In the shown example, MEG responses evoked by S1 localized to left and right Heschl's gyri (Fig. 1F).","[('ORG', (214, 215)), ('PERSON', (224, 225)), ('PERSON', (228, 229)), ('CARDINAL', (230, 231))]","[('the shown example', (210, 213)), ('MEG responses', (214, 216)), ('S1', (218, 219)), (""Heschl's gyri"", (224, 227)), ('Fig. 1F', (228, 231))]"
814,S2213158213000582-1327,"(5) Finally, for regions of interest (ROIs), the source time course was obtained by summing activity from all ROI voxels.","[('CARDINAL', (234, 235))]","[('regions', (239, 240)), ('interest', (241, 242)), ('ROIs', (243, 244)), ('the source time course', (246, 250)), ('summing activity', (253, 255)), ('all ROI voxels', (256, 259))]"
815,S2213158213000582-1327,Fig.,"[('PERSON', (260, 261))]","[('Fig', (260, 261))]"
816,S2213158213000582-1327,1H shows the time course from left Heschl's gyrus (dark blue region in Fig.,"[('CARDINAL', (262, 263)), ('PERSON', (269, 270)), ('PERSON', (277, 278))]","[('1H', (262, 263)), ('the time course', (264, 267)), (""Heschl's gyrus"", (269, 272)), ('dark blue region', (273, 276)), ('Fig', (277, 278))]"
817,S2213158213000582-1327,1C and D).,"[('CARDINAL', (279, 280))]","[('1C', (279, 280)), ('D', (281, 282))]"
818,S0012821X12004384-1221,"During the late Paleocene–early Eocene the North Sea was a restricted marine basin, characterised by siliciclastic sedimentation and high terrigenous input, principally from the Scotland–Faeroe–Shetland landmass (Knox 1998, Fig.","[('LOC', (7, 10)), ('GPE', (28, 29)), ('DATE', (35, 37)), ('PERSON', (38, 39))]","[('the late Paleocene', (1, 4)), ('early Eocene', (5, 7)), ('the North Sea', (7, 10)), ('a restricted marine basin', (11, 15)), ('siliciclastic sedimentation', (18, 20)), ('high terrigenous input', (21, 24)), ('the Scotland', (27, 29)), ('Faeroe', (30, 31)), ('Shetland landmass', (32, 34)), ('Fig', (38, 39))]"
819,S0012821X12004384-1221,S1).,[],"[('S1', (40, 41))]"
820,S0012821X12004384-1221,Core 22/10a-4 is located in the central part of the basin (Figs. 1 and S1) and is therefore disconnected from many marginal marine processes that could mask oceanographic signals (e.g. tidal or storm-induced erosion and slumping).,"[('PERSON', (43, 45))]","[('Core 22/10a-4', (43, 45)), ('the central part', (48, 51)), ('the basin', (52, 54)), ('Figs', (55, 56)), ('many marginal marine processes', (66, 70)), ('oceanographic signals', (73, 75))]"
821,S0012821X12004384-1221,"Paleobathymetry estimates in the North Sea during the Paleocene and Eocene are difficult to constrain accurately, as the extant benthic foraminifera present in the Paleogene are found today living between 200 and >1000 m water depth (Gradstein et al., 1992), and are controlled predominantly by substrate and bottom water properties.","[('LOC', (90, 93)), ('PERSON', (97, 98)), ('PERSON', (112, 113)), ('DATE', (115, 116)), ('CARDINAL', (117, 122)), ('PERSON', (126, 127)), ('DATE', (131, 132))]","[('Paleobathymetry', (87, 88)), ('the North Sea', (90, 93)), ('the Paleocene', (94, 96)), ('Eocene', (97, 98)), ('the extant benthic foraminifera', (105, 109)), ('the Paleogene', (111, 113)), ('water depth', (123, 125)), ('Gradstein', (126, 127)), ('et al', (127, 129)), ('substrate and bottom water properties', (139, 144))]"
822,S0012821X12004384-1221,"However using a number of paleoecologic micropaleontology methods together (Gillmore et al., 2001), along with 2D structural restoration (Kjennerud and Sylta, 2001), broad agreement was found and central parts of the northern North Sea appear to have had paleodepths of >0.5 km in the earliest Eocene near 22/10a-4 (Kjennerud and Gillmore, 2003, Fig.","[('DATE', (160, 161)), ('CARDINAL', (165, 166)), ('ORG', (169, 170)), ('GPE', (171, 172)), ('DATE', (173, 174)), ('LOC', (186, 188)), ('QUANTITY', (195, 197)), ('PERSON', (200, 201)), ('DATE', (202, 203)), ('ORG', (204, 207)), ('DATE', (208, 209)), ('PERSON', (210, 211))]","[('a number', (147, 149)), ('paleoecologic micropaleontology methods', (150, 153)), ('Gillmore', (155, 156)), ('et al', (156, 158)), ('2D structural restoration', (165, 168)), ('Kjennerud', (169, 170)), ('Sylta', (171, 172)), ('broad agreement', (176, 178)), ('central parts', (181, 183)), ('the northern North Sea', (184, 188)), ('paleodepths', (192, 193)), ('>0.5 km', (194, 197)), ('the earliest Eocene', (198, 201)), ('22/10a-4', (202, 203)), ('Fig', (210, 211))]"
823,S0012821X12004384-1221,S1).,[],"[('S1', (212, 213))]"
824,S0022000014000026-7850,We next introduce the basic modules that are assumed by the model used in [13].,"[('CARDINAL', (15, 16))]","[('We', (0, 1)), ('the basic modules', (3, 6)), ('the model', (10, 12))]"
825,S0022000014000026-7850,We first give an intuitive description of the required modules.,"[('ORDINAL', (19, 20))]","[('We', (18, 19)), ('an intuitive description', (21, 24)), ('the required modules', (25, 28))]"
826,S0022000014000026-7850,"Subsequently, we introduce a novel formal framework for specifying self-stabilizing fault-tolerant modules and specify our basic modules in this framework.",[],"[('we', (31, 32)), ('a novel formal framework', (33, 37)), ('self-stabilizing fault-tolerant modules', (39, 46)), ('our basic modules', (48, 51)), ('this framework', (52, 54))]"
827,S0022000014000026-7850,Any implementation satisfying this specification can be plugged into the high-level algorithm in order to yield a system guaranteeing the properties proved in [13].,"[('CARDINAL', (81, 82))]","[('Any implementation', (55, 57)), ('this specification', (58, 60)), ('the high-level algorithm', (64, 69)), ('order', (70, 71)), ('a system', (73, 75)), ('the properties', (76, 78))]"
828,S0378383911001669-2260,The magnitudes of the friction factors for the two beaches are very similar over the majority of the swash cycle.,"[('CARDINAL', (8, 9))]","[('The magnitudes', (0, 2)), ('the friction factors', (3, 6)), ('the two beaches', (7, 10)), ('the majority', (14, 16)), ('the swash cycle', (17, 20))]"
829,S0378383911001669-2260,This may be somewhat surprising since one would expect higher friction factors for the rougher beach.,[],"[('one', (27, 28)), ('higher friction factors', (30, 33)), ('the rougher beach', (34, 37))]"
830,S0378383911001669-2260,"(For reference, friction factors calculated assuming steady and uniform flow and evaluated from the measured depths and velocities, with equivalent roughness of 1.3 mm and 8.4 mm, are consistently higher for the rougher beach by approximately 50%.)","[('QUANTITY', (63, 65)), ('QUANTITY', (66, 68)), ('PERCENT', (77, 80))]","[('reference', (40, 41)), ('friction factors', (42, 44)), ('steady and uniform flow', (46, 50)), ('the measured depths', (53, 56)), ('velocities', (57, 58)), ('equivalent roughness', (60, 62)), ('1.3 mm', (63, 65)), ('8.4 mm', (66, 68)), ('the rougher beach', (73, 76)), ('approximately 50%', (77, 80))]"
831,S0378383911001669-2260,The fact that the friction factors are not very different in the present experiments suggests that the high flow unsteadiness and non-uniformity of swash have significant influence on the bed shear stress for a given instantaneous velocity.,[],"[('The fact', (82, 84)), ('the friction factors', (85, 88)), ('the present experiments', (93, 96)), ('the high flow unsteadiness', (98, 102)), ('-', (104, 105)), ('uniformity', (105, 106)), ('swash', (107, 108)), ('significant influence', (109, 111)), ('the bed shear stress', (112, 116)), ('a given instantaneous velocity', (117, 121))]"
832,S0378383911001669-2260,The boundary layer development is likely to play a significant role and its effect can be observed in the results during the uprush.,[],"[('The boundary layer development', (122, 126)), ('a significant role', (130, 133)), ('its effect', (134, 136)), ('the results', (140, 142)), ('the uprush', (143, 145))]"
833,S0378383911001669-2260,"At x = 0.072 m the boundary layer has developed to only a limited extent, so the friction factors for the two beaches are very close.","[('CARDINAL', (149, 150)), ('CARDINAL', (168, 169))]","[('the boundary layer', (151, 154)), ('only a limited extent', (157, 161)), ('the friction factors', (163, 166)), ('the two beaches', (167, 170))]"
