,docId,annotSet,annotType,startOffset,endOffset,annotId,text,other
2,S0032386113005454-2055,2,Quantity,232,247,T1-2,60 × 10 × 3 mm3,"{""unit"": ""mm3""}"
3,S0032386113005454-2055,2,MeasuredProperty,251,255,T3-2,size,"{""HasQuantity"": ""T1-2""}"
4,S0032386113005454-2055,2,MeasuredEntity,217,231,T2-2,test specimens,"{""HasProperty"": ""T3-2""}"
5,S0032386113005454-2055,3,Quantity,288,305,T1-3,−100 °C to 200 °C,"{""mods"": [""IsRange""], ""unit"": ""°C""}"
6,S0032386113005454-2055,3,MeasuredEntity,261,278,T2-3,temperature range,"{""HasQuantity"": ""T1-3""}"
7,S0032386113005454-2055,4,Quantity,329,337,T1-4,4 °C/min,"{""unit"": ""°C/min""}"
8,S0032386113005454-2055,4,MeasuredEntity,313,325,T2-4,heating rate,"{""HasQuantity"": ""T1-4""}"
9,S0032386113005454-2055,5,Quantity,798,814,T1-5,room temperature,
10,S0032386113005454-2055,5,MeasuredEntity,771,776,T2-5,epoxy,"{""HasQuantity"": ""T1-5""}"
11,S0032386113005454-2055,6,Quantity,866,871,T1-6,0.725,
12,S0032386113005454-2055,6,MeasuredEntity,833,845,T2-6,front factor,"{""HasQuantity"": ""T1-6""}"
13,S0032386113005454-2055,7,Quantity,944,960,T1-7,room temperature,
14,S0032386113005454-2055,7,MeasuredEntity,922,927,T2-7,epoxy,"{""HasQuantity"": ""T1-7""}"
15,S0032386113005454-2055,8,Quantity,1008,1017,T1-8,1.20 g/m3,"{""unit"": ""g/m3""}"
16,S0032386113005454-2055,8,MeasuredProperty,903,910,T4-8,density,"{""HasQuantity"": ""T1-8""}"
17,S0032386113005454-2055,8,MeasuredEntity,922,927,T3-8,epoxy,"{""HasProperty"": ""T4-8""}"
18,S0032386113005454-2055,8,Qualifier,928,960,T5-8,was measured at room temperature,"{""Qualifies"": ""T4-8""}"
19,S0032386113005454-2055,9,Quantity,1021,1026,T1-9,20 °C,"{""unit"": ""°C""}"
20,S0032386113005454-2055,9,MeasuredEntity,944,960,T2-9,room temperature,"{""HasQuantity"": ""T1-9""}"
21,S0032386113005454-2055,9,Qualifier,961,996,T4-9,according to BS ISO 1183-1 Method A,"{""Qualifies"": ""T2-9""}"
0,S0378383912000130-1096,1,Quantity,119,125,T1-1,8.5 mm,"{""unit"": ""mm""}"
1,S0378383912000130-1096,1,MeasuredEntity,126,131,T2-1,beach,"{""HasQuantity"": ""T1-1""}"
2,S0378383912000130-1096,2,Quantity,139,155,T1-2,1180 and 1980 mm,"{""mods"": [""IsList""], ""unit"": ""mm""}"
3,S0378383912000130-1096,2,MeasuredProperty,135,136,T4-2,x,"{""HasQuantity"": ""T1-2""}"
4,S0378383912000130-1096,2,MeasuredEntity,0,102,T3-2,Time-series of model-predicted (solid lines) and experimentally-measured (dashed lines) hydraulic head,"{""HasProperty"": ""T4-2""}"
0,S0006322312001096-1197,1,Quantity,8,13,T1-1,three,"{""mods"": [""IsCount""]}"
1,S0006322312001096-1197,1,MeasuredEntity,14,44,T2-1,indicators (or proxy measures),"{""HasQuantity"": ""T1-1""}"
2,S0006322312001096-1197,2,Quantity,146,153,T1-2,30-item,"{""unit"": ""item""}"
3,S0006322312001096-1197,2,MeasuredEntity,154,188,T3-2,General Health Questionnaire (GHQ),"{""HasQuantity"": ""T1-2""}"
4,S0006322312001096-1197,3,Quantity,413,419,T1-3,1 or 0,"{""mods"": [""IsList""]}"
5,S0006322312001096-1197,3,MeasuredProperty,396,402,T2-3,scored,"{""HasQuantity"": ""T1-3""}"
6,S0006322312001096-1197,3,MeasuredEntity,376,395,T3-3,response categories,"{""HasProperty"": ""T2-3""}"
7,S0006322312001096-1197,4,Quantity,479,488,T1-4,5 or more,"{""mods"": [""IsRange""]}"
8,S0006322312001096-1197,4,MeasuredProperty,470,475,T2-4,score,"{""HasQuantity"": ""T1-4""}"
9,S0006322312001096-1197,4,MeasuredEntity,525,542,T3-4,GHQ-symptom cases,"{""HasProperty"": ""T2-4""}"
10,S0006322312001096-1197,5,Quantity,554,560,T1-5,0 to 4,"{""mods"": [""IsRange""]}"
11,S0006322312001096-1197,5,MeasuredProperty,547,553,T3-5,scores,"{""HasQuantity"": ""T1-5""}"
12,S0006322312001096-1197,5,MeasuredEntity,564,572,T2-5,noncases,"{""HasProperty"": ""T3-5""}"
13,S0006322312001096-1197,5,Qualifier,525,536,T4-5,GHQ-symptom,"{""Qualifies"": ""T2-5""}"
14,S0006322312001096-1197,6,Quantity,732,735,T21-6,84%,"{""unit"": ""%""}"
15,S0006322312001096-1197,6,MeasuredProperty,721,730,T71-6,sensitive,"{""HasQuantity"": ""T21-6""}"
16,S0006322312001096-1197,6,MeasuredEntity,702,714,T81-6,GHQ caseness,"{""HasProperty"": ""T71-6""}"
17,S0006322312001096-1197,7,Quantity,751,754,T12-7,84%,"{""unit"": ""%""}"
18,S0006322312001096-1197,7,MeasuredProperty,741,749,T92-7,specific,"{""HasQuantity"": ""T12-7""}"
19,S0006322312001096-1197,7,MeasuredEntity,702,714,T82-7,GHQ caseness,"{""HasProperty"": ""T92-7""}"
20,S0006322312001096-1197,8,Quantity,1018,1021,T43-8,73%,"{""unit"": ""%""}"
21,S0006322312001096-1197,8,MeasuredProperty,1005,1016,T113-8,sensitivity,"{""HasQuantity"": ""T43-8""}"
22,S0006322312001096-1197,8,MeasuredEntity,884,887,T103-8,GHQ,"{""HasProperty"": ""T113-8""}"
23,S0006322312001096-1197,9,Quantity,1040,1043,T34-9,78%,"{""unit"": ""%""}"
24,S0006322312001096-1197,9,MeasuredProperty,1027,1038,T124-9,specificity,"{""HasQuantity"": ""T34-9""}"
25,S0006322312001096-1197,9,MeasuredEntity,884,887,T104-9,GHQ,"{""HasProperty"": ""T124-9""}"
26,S0006322312001096-1197,10,Quantity,1099,1115,T1-10,274 participants,"{""unit"": ""participants""}"
27,S0006322312001096-1197,10,MeasuredEntity,1087,1095,T3-10,subgroup,"{""HasQuantity"": ""T1-10""}"
28,S0006322312001096-1197,11,Quantity,1121,1129,T165-11,58 to 70,"{""mods"": [""IsRange""]}"
29,S0006322312001096-1197,11,MeasuredProperty,1116,1120,T1-11,aged,"{""HasQuantity"": ""T165-11""}"
30,S0006322312001096-1197,11,MeasuredEntity,1087,1115,T175-11,subgroup of 274 participants,"{""HasProperty"": ""T1-11""}"
31,S0006322312001096-1197,12,Quantity,1133,1137,T1-12,2010,
32,S0006322312001096-1197,12,MeasuredEntity,1056,1078,T2-12,more recent validation,"{""HasQuantity"": ""T1-12""}"
33,S0006322312001096-1197,13,Quantity,1282,1285,T66-13,80%,"{""unit"": ""%""}"
34,S0006322312001096-1197,13,MeasuredProperty,1143,1154,T156-13,sensitivity,"{""HasQuantity"": ""T66-13""}"
35,S0006322312001096-1197,13,MeasuredEntity,1174,1194,T136-13,GHQ symptom caseness,"{""HasProperty"": ""T156-13""}"
36,S0006322312001096-1197,14,Quantity,1290,1293,T57-14,81%,"{""unit"": ""%""}"
37,S0006322312001096-1197,14,MeasuredProperty,1159,1170,T147-14,specificity,"{""HasQuantity"": ""T57-14""}"
38,S0006322312001096-1197,14,MeasuredEntity,1174,1194,T137-14,GHQ symptom caseness,"{""HasProperty"": ""T147-14""}"
0,S0012821X12004384-1178,1,Quantity,100,107,T1-1,55.8 Ma,"{""unit"": ""Ma""}"
1,S0012821X12004384-1178,1,MeasuredEntity,4,8,T3-1,PETM,"{""HasQuantity"": ""T1-1""}"
2,S0012821X12004384-1178,1,Qualifier,108,111,T4-1,ago,"{""Qualifies"": ""T1-1""}"
3,S0012821X12004384-1178,2,Quantity,177,183,T11-2,5–8 °C,"{""unit"": ""°C""}"
4,S0012821X12004384-1178,2,MeasuredProperty,169,173,T31-2,rise,"{""HasQuantity"": ""T11-2""}"
5,S0012821X12004384-1178,2,MeasuredEntity,144,168,T21-2,sea surface temperatures,"{""HasProperty"": ""T31-2""}"
6,S0012821X12004384-1178,2,Qualifier,184,206,T41-2,from background levels,"{""Qualifies"": ""T31-2""}"
7,S0012821X12004384-1178,3,Quantity,382,393,T1-3,over <20 ka,"{""mods"": [""IsRange""], ""unit"": ""ka""}"
8,S0012821X12004384-1178,3,MeasuredProperty,276,297,T4-3,substantial injection,"{""HasQuantity"": ""T1-3""}"
9,S0012821X12004384-1178,3,MeasuredEntity,301,321,T3-3,δ13C-depleted carbon,"{""HasProperty"": ""T4-3""}"
10,S0012821X12004384-1178,3,Qualifier,322,354,T5-3,into the ocean-atmosphere system,"{""Qualifies"": ""T4-3""}"
11,S0012821X12004384-1178,4,Quantity,464,482,T1-4,between −2 and −7‰,"{""mods"": [""IsRange""], ""unit"": ""‰""}"
12,S0012821X12004384-1178,4,MeasuredProperty,424,447,T3-4,negative carbon isotope,"{""HasQuantity"": ""T1-4""}"
13,S0012821X12004384-1178,4,MeasuredEntity,486,518,T4-4,marine and terrestrial sediments,"{""HasProperty"": ""T3-4""}"
14,S0012821X12004384-1178,5,Quantity,567,573,T1-5,170 ka,"{""unit"": ""ka""}"
15,S0012821X12004384-1178,5,MeasuredProperty,559,566,T4-5,lasting,"{""HasQuantity"": ""T1-5""}"
16,S0012821X12004384-1178,5,MeasuredEntity,424,463,T3-5,negative carbon isotope excursion (CIE),"{""HasProperty"": ""T4-5""}"
17,S0012821X12004384-1178,6,Quantity,954,959,T1-6,<−60‰,"{""mods"": [""IsRange""], ""unit"": ""‰""}"
18,S0012821X12004384-1178,6,MeasuredProperty,947,951,T2-6,δ13C,"{""HasQuantity"": ""T1-6""}"
19,S0012821X12004384-1178,6,MeasuredEntity,902,945,T4-6,marine hydrates containing biogenic methane,"{""HasProperty"": ""T2-6""}"
0,S1873506113001116-1369,1,Quantity,51,72,T1-1,more than 10 passages,"{""mods"": [""IsRange""], ""unit"": ""passages""}"
1,S1873506113001116-1369,1,MeasuredProperty,20,46,T4-1,cultured in spinner flasks,"{""HasQuantity"": ""T1-1""}"
2,S1873506113001116-1369,1,MeasuredEntity,0,19,T3-1,BC1 and TNC1 hiPSCs,"{""HasProperty"": ""T4-1""}"
3,S1873506113001116-1369,2,Quantity,399,402,T1-2,10%,"{""unit"": ""%""}"
4,S1873506113001116-1369,2,MeasuredEntity,403,408,T2-2,serum,"{""HasQuantity"": ""T1-2""}"
5,S1873506113001116-1369,3,Quantity,434,446,T1-3,After 8 days,"{""unit"": ""days""}"
6,S1873506113001116-1369,3,MeasuredProperty,450,463,T4-3,spinner flask,"{""HasQuantity"": ""T1-3""}"
7,S1873506113001116-1369,3,MeasuredEntity,550,580,T3-3,cells of all three germ layers,"{""HasProperty"": ""T4-3""}"
8,S1873506113001116-1369,4,Quantity,476,482,T1-4,4 days,"{""unit"": ""days""}"
9,S1873506113001116-1369,4,MeasuredProperty,486,548,T2-4,gelatin-coated tissue culture plates in differentiation medium,"{""HasQuantity"": ""T1-4""}"
10,S1873506113001116-1369,4,MeasuredEntity,550,580,T3-4,cells of all three germ layers,"{""HasProperty"": ""T2-4""}"
11,S1873506113001116-1369,5,Quantity,1185,1199,T1-5,43.57% ± 4.35%,"{""mods"": [""HasTolerance""], ""unit"": ""%""}"
12,S1873506113001116-1369,5,MeasuredProperty,1235,1250,T4-5,CD34+CD45+ HPCs,"{""HasQuantity"": ""T1-5""}"
13,S1873506113001116-1369,5,MeasuredEntity,1156,1159,T2-5,BC1,"{""HasProperty"": ""T4-5""}"
14,S1873506113001116-1369,5,Qualifier,1251,1279,T5-5,on day 14 of differentiation,"{""Qualifies"": ""T4-5""}"
15,S1873506113001116-1369,6,Quantity,1205,1206,T1-6,3,
16,S1873506113001116-1369,6,MeasuredProperty,1201,1202,T2-6,n,"{""HasQuantity"": ""T1-6""}"
17,S1873506113001116-1369,6,MeasuredEntity,1156,1159,T3-6,BC1,"{""HasProperty"": ""T2-6""}"
18,S1873506113001116-1369,7,Quantity,1212,1226,T1-7,43.22% ± 7.13%,"{""mods"": [""HasTolerance""], ""unit"": ""%""}"
19,S1873506113001116-1369,7,MeasuredProperty,1235,1250,T4-7,CD34+CD45+ HPCs,"{""HasQuantity"": ""T1-7""}"
20,S1873506113001116-1369,7,MeasuredEntity,1164,1168,T2-7,TNC1,"{""HasProperty"": ""T4-7""}"
21,S1873506113001116-1369,7,Qualifier,1254,1279,T5-7,day 14 of differentiation,"{""Qualifies"": ""T4-7""}"
22,S1873506113001116-1369,8,Quantity,1232,1233,T1-8,3,
23,S1873506113001116-1369,8,MeasuredProperty,1228,1229,T2-8,n,"{""HasQuantity"": ""T1-8""}"
24,S1873506113001116-1369,8,MeasuredEntity,1164,1168,T3-8,TNC1,"{""HasProperty"": ""T2-8""}"
25,S1873506113001116-1369,9,Quantity,1533,1539,T1-9,0.0307,
26,S1873506113001116-1369,9,MeasuredProperty,1529,1530,T3-9,P,"{""HasQuantity"": ""T1-9""}"
27,S1873506113001116-1369,9,MeasuredEntity,1468,1488,T2-9,total number of CFUs,"{""HasProperty"": ""T3-9""}"
28,S1873506113001116-1369,10,Quantity,1545,1546,T1-10,3,
29,S1873506113001116-1369,10,MeasuredProperty,1541,1542,T3-10,n,"{""HasQuantity"": ""T1-10""}"
30,S1873506113001116-1369,10,MeasuredEntity,1468,1488,T2-10,total number of CFUs,"{""HasProperty"": ""T3-10""}"
0,S0016236113008041-3159,1,Quantity,249,260,T1-1,6 and 13 kg,"{""unit"": ""kg""}"
1,S0016236113008041-3159,1,MeasuredEntity,233,248,T3-1,bed inventories,"{""HasQuantity"": ""T1-1""}"
0,S0016236113008041-872,1,Quantity,99,121,T1-1,"4.5 kg, 6 kg and 13 kg","{""mods"": [""IsList""], ""unit"": ""kg""}"
1,S0016236113008041-872,1,MeasuredEntity,80,95,T3-1,bed inventories,"{""HasQuantity"": ""T1-1""}"
2,S0016236113008041-872,1,Qualifier,122,127,T4-1,CaCO3,"{""Qualifies"": ""T3-1""}"
0,S0167880913001229-1021,1,Quantity,25,30,T1-1,12.4%,"{""unit"": ""%""}"
1,S0167880913001229-1021,1,MeasuredProperty,12,21,T3-1,decreased,"{""HasQuantity"": ""T1-1""}"
2,S0167880913001229-1021,1,MeasuredEntity,1,11,T2-1,SOC stocks,"{""HasProperty"": ""T3-1""}"
3,S0167880913001229-1021,1,Qualifier,34,44,T5-1,Costa Rica,"{""Qualifies"": ""T2-1""}"
4,S0167880913001229-1021,2,Quantity,49,54,T1-2,0.13%,"{""unit"": ""%""}"
5,S0167880913001229-1021,2,MeasuredProperty,12,21,T3-2,decreased,"{""HasQuantity"": ""T1-2""}"
6,S0167880913001229-1021,2,MeasuredEntity,1,11,T2-2,SOC stocks,"{""HasProperty"": ""T3-2""}"
7,S0167880913001229-1021,2,Qualifier,58,67,T5-2,Nicaragua,"{""Qualifies"": ""T2-2""}"
8,S0167880913001229-1021,3,Quantity,131,140,T1-3,top 10 cm,"{""mods"": [""IsRange""], ""unit"": ""cm""}"
9,S0167880913001229-1021,3,MeasuredEntity,144,148,T3-3,soil,"{""HasQuantity"": ""T1-3""}"
10,S0167880913001229-1021,4,Quantity,180,188,T1-4,20–40 cm,"{""mods"": [""IsRange""], ""unit"": ""cm""}"
11,S0167880913001229-1021,4,MeasuredEntity,144,148,T3-4,soil,"{""HasQuantity"": ""T1-4""}"
12,S0167880913001229-1021,5,Quantity,238,245,T1-5,0–10 cm,"{""unit"": ""cm""}"
13,S0167880913001229-1021,5,MeasuredEntity,144,148,T3-5,soil,"{""HasQuantity"": ""T1-5""}"
0,S0019103512002801-1716,1,Quantity,118,132,T1-1,average 3–4 nT,"{""mods"": [""IsMeanIsRange""], ""unit"": ""nT""}"
1,S0019103512002801-1716,1,MeasuredProperty,133,141,T3-1,stronger,"{""HasQuantity"": ""T1-1""}"
2,S0019103512002801-1716,1,MeasuredEntity,107,110,T4-1,∣B∣,"{""HasProperty"": ""T3-1""}"
3,S0019103512002801-1716,1,Qualifier,142,170,T5-1,compared to all other flybys,"{""Qualifies"": ""T3-1""}"
0,S0960896612001022-1223,1,Quantity,107,133,T1-1,before the age of 20 years,"{""mods"": [""IsRange""], ""unit"": ""years""}"
1,S0960896612001022-1223,1,MeasuredProperty,101,106,T3-1,onset,"{""HasQuantity"": ""T1-1""}"
2,S0960896612001022-1223,1,MeasuredEntity,65,95,T2-1,PEO and pigmentary retinopathy,"{""HasProperty"": ""T3-1""}"
3,S0960896612001022-1223,2,Quantity,230,250,T1-2,greater than 0.1 g/L,"{""mods"": [""IsRange""], ""unit"": ""g/L""}"
4,S0960896612001022-1223,2,MeasuredProperty,208,229,T4-2,protein concentration,"{""HasQuantity"": ""T1-2""}"
5,S0960896612001022-1223,2,MeasuredEntity,182,207,T3-2,cerebrospinal fluid (CSF),"{""HasProperty"": ""T4-2""}"
0,S1389128612002496-6138,1,Quantity,202,229,T1-1,from 0.25 Mbps to 0.01 Mbps,"{""mods"": [""IsRange""], ""unit"": ""Mbps""}"
1,S1389128612002496-6138,1,MeasuredProperty,191,200,T4-1,decreases,"{""HasQuantity"": ""T1-1""}"
2,S1389128612002496-6138,1,MeasuredEntity,188,190,T3-1,Rb,"{""HasProperty"": ""T4-1""}"
0,S0019103512004009-5033,1,Quantity,45,55,T1-1,near 1.4Rp,"{""mods"": [""IsApproximate""], ""unit"": ""Rp""}"
1,S0019103512004009-5033,1,MeasuredProperty,9,19,T4-1,transition,"{""HasQuantity"": ""T1-1""}"
2,S0019103512004009-5033,1,MeasuredEntity,4,8,T3-1,H/H+,"{""HasProperty"": ""T4-1""}"
3,S0019103512004009-5033,1,Qualifier,27,37,T5-1,MC09 model,"{""Qualifies"": ""T4-1""}"
4,S0019103512004009-5033,2,Quantity,174,179,T1-2,2–3Rp,"{""mods"": [""IsRange""], ""unit"": ""Rp""}"
5,S0019103512004009-5033,2,MeasuredProperty,147,157,T3-2,transition,"{""HasQuantity"": ""T1-2""}"
6,S0019103512004009-5033,2,MeasuredEntity,142,146,T2-2,H/H+,"{""HasProperty"": ""T3-2""}"
7,S0019103512004009-5033,2,Qualifier,158,170,T4-2,moves higher,"{""Qualifies"": ""T1-2""}"
8,S0019103512004009-5033,3,Quantity,380,387,T1-3,30 nbar,"{""unit"": ""nbar""}"
9,S0019103512004009-5033,3,MeasuredProperty,388,393,T3-3,level,"{""HasQuantity"": ""T1-3""}"
10,S0019103512004009-5033,3,MeasuredEntity,401,409,T4-3,C2 model,"{""HasProperty"": ""T3-3""}"
11,S0019103512004009-5033,4,Quantity,413,419,T1-4,3800 K,"{""unit"": ""K""}"
12,S0019103512004009-5033,4,MeasuredProperty,361,372,T4-4,temperature,"{""HasQuantity"": ""T1-4""}"
13,S0019103512004009-5033,4,MeasuredEntity,401,409,T3-4,C2 model,"{""HasProperty"": ""T4-4""}"
14,S0019103512004009-5033,4,Qualifier,380,393,T5-4,30 nbar level,"{""Qualifies"": ""T3-4""}"
15,S0019103512004009-5033,5,Quantity,428,435,T1-5,1000 K.,"{""unit"": ""K""}"
16,S0019103512004009-5033,5,MeasuredProperty,361,372,T5-5,temperature,"{""HasQuantity"": ""T1-5""}"
17,S0019103512004009-5033,5,MeasuredEntity,401,409,T4-5,C2 model,"{""HasProperty"": ""T5-5""}"
18,S0019103512004009-5033,5,Qualifier,424,427,T3-5,not,"{""Qualifies"": ""T1-5""}"
19,S0019103512004009-5033,6,Quantity,549,555,T1-6,1 μbar,"{""unit"": ""μbar""}"
20,S0019103512004009-5033,6,MeasuredProperty,544,546,T3-6,p0,"{""HasQuantity"": ""T1-6""}"
21,S0019103512004009-5033,6,MeasuredEntity,530,540,T2-6,MC09 model,"{""HasProperty"": ""T3-6""}"
22,S0019103512004009-5033,7,Quantity,567,573,T1-7,1300 K,"{""unit"": ""K""}"
23,S0019103512004009-5033,7,MeasuredProperty,562,564,T2-7,T0,"{""HasQuantity"": ""T1-7""}"
24,S0019103512004009-5033,7,MeasuredEntity,530,540,T3-7,MC09 model,"{""HasProperty"": ""T2-7""}"
25,S0019103512004009-5033,8,Quantity,697,702,T1-8,3.4Rp,"{""unit"": ""Rp""}"
26,S0019103512004009-5033,8,MeasuredProperty,674,684,T3-8,transition,"{""HasQuantity"": ""T1-8""}"
27,S0019103512004009-5033,8,MeasuredEntity,669,673,T2-8,H/H+,"{""HasProperty"": ""T3-8""}"
28,S0019103512004009-5033,8,Qualifier,685,693,T4-8,moves up,"{""Qualifies"": ""T3-8""}"
29,S0019103512004009-5033,9,Quantity,1026,1030,T1-9,2–3%,"{""unit"": ""%""}"
30,S0019103512004009-5033,9,MeasuredEntity,986,1009,T2-9,H Lyman α transit depth,"{""HasQuantity"": ""T1-9""}"
0,S2213671113000738-684,1,Quantity,75,78,T1-1,one,"{""mods"": [""IsCount""]}"
1,S2213671113000738-684,1,MeasuredEntity,79,88,T2-1,allograft,"{""HasQuantity"": ""T1-1""}"
2,S2213671113000738-684,2,Quantity,108,116,T1-2,3 months,"{""unit"": ""months""}"
3,S2213671113000738-684,2,MeasuredEntity,30,38,T2-2,observed,"{""HasQuantity"": ""T1-2""}"
4,S2213671113000738-684,3,Quantity,304,312,T1-3,2 months,"{""unit"": ""months""}"
5,S2213671113000738-684,3,MeasuredEntity,258,300,T2-3,serum level of IFN-γ temporarily increased,"{""HasQuantity"": ""T1-3""}"
6,S2213671113000738-684,3,Qualifier,313,350,T4-3,after the transplant in three animals,"{""Qualifies"": ""T1-3""}"
7,S2213671113000738-684,4,Quantity,337,342,T1-4,three,"{""mods"": [""IsCount""]}"
8,S2213671113000738-684,4,MeasuredEntity,343,350,T2-4,animals,"{""HasQuantity"": ""T1-4""}"
9,S2213671113000738-684,5,Quantity,405,417,T1-5,3.5–4 months,"{""mods"": [""IsRange""], ""unit"": ""months""}"
10,S2213671113000738-684,5,MeasuredEntity,367,401,T2-5,immunofluorescence study conducted,"{""HasQuantity"": ""T1-5""}"
11,S2213671113000738-684,5,Qualifier,313,350,T4-5,after the transplant in three animals,"{""Qualifies"": ""T1-5""}"
12,S2213671113000738-684,6,Quantity,1249,1252,T1-6,60%,"{""unit"": ""%""}"
13,S2213671113000738-684,6,MeasuredProperty,1266,1285,T2-6,CD8+ killer T cells,"{""HasQuantity"": ""T1-6""}"
14,S2213671113000738-684,6,MeasuredEntity,1214,1225,T3-6,CD45+ cells,"{""HasProperty"": ""T2-6""}"
0,S2213671113001306-1398,1,Quantity,490,499,T1-1,1 to 2 mg,"{""mods"": [""IsRange""], ""unit"": ""mg""}"
1,S2213671113001306-1398,1,MeasuredEntity,500,542,T3-1,intravitreal triamcinolone (TCA) injection,"{""HasQuantity"": ""T1-1""}"
0,S0025322712001600-2406,1,Quantity,608,613,T1-1,< 9 m,"{""mods"": [""IsRange""], ""unit"": ""m""}"
1,S0025322712001600-2406,1,MeasuredProperty,614,618,T3-1,long,"{""HasQuantity"": ""T1-1""}"
2,S0025322712001600-2406,1,MeasuredEntity,598,603,T2-1,cores,"{""HasProperty"": ""T3-1""}"
3,S0025322712001600-2406,2,Quantity,750,766,T1-2,greater than 10%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
4,S0025322712001600-2406,2,MeasuredProperty,739,745,T4-2,values,"{""HasQuantity"": ""T1-2""}"
5,S0025322712001600-2406,2,MeasuredEntity,726,738,T3-2,clay mineral,"{""HasProperty"": ""T4-2""}"
6,S0025322712001600-2406,3,Quantity,795,809,T1-3,better than 5%,"{""unit"": ""%""}"
7,S0025322712001600-2406,3,MeasuredProperty,810,816,T3-3,weight,"{""HasQuantity"": ""T1-3""}"
8,S0025322712001600-2406,3,MeasuredEntity,767,778,T4-3,uncertainty,"{""HasProperty"": ""T3-3""}"
9,S0025322712001600-2406,4,Quantity,824,827,T1-4,95%,"{""unit"": ""%""}"
10,S0025322712001600-2406,4,MeasuredProperty,828,844,T3-4,confidence level,"{""HasQuantity"": ""T1-4""}"
11,S0025322712001600-2406,4,MeasuredEntity,739,745,T5-4,values,"{""HasProperty"": ""T3-4""}"
0,S2213671113000921-994,1,Quantity,369,378,T1-1,36 clones,"{""unit"": ""clones""}"
1,S2213671113000921-994,1,MeasuredEntity,384,462,T3-1,expanded and screened by Southern blotting for homologous recombination events,"{""HasQuantity"": ""T1-1""}"
2,S2213671113000921-994,2,Quantity,484,486,T1-2,26,"{""mods"": [""IsCount""]}"
3,S2213671113000921-994,2,MeasuredEntity,476,482,T2-2,clones,"{""HasQuantity"": ""T1-2""}"
4,S2213671113000921-994,3,Quantity,488,491,T1-3,72%,"{""unit"": ""%""}"
5,S2213671113000921-994,3,MeasuredProperty,498,551,T4-3,found to carry the GFP-Neo cassette in the SOX2 locus,"{""HasQuantity"": ""T1-3""}"
6,S2213671113000921-994,3,MeasuredEntity,476,482,T3-3,clones,"{""HasProperty"": ""T4-3""}"
7,S2213671113000921-994,4,Quantity,685,688,T1-4,one,
8,S2213671113000921-994,4,MeasuredEntity,698,704,T2-4,clones,"{""HasQuantity"": ""T1-4""}"
9,S2213671113000921-994,5,Quantity,1465,1492,T1-5,over more than 20 passages.,"{""mods"": [""IsRange""], ""unit"": ""passages""}"
10,S2213671113000921-994,5,MeasuredProperty,1400,1439,T2-5,percentage of GFP-positive (GFP+) cells,"{""HasQuantity"": ""T1-5""}"
11,S2213671113000921-994,5,MeasuredEntity,1443,1451,T3-5,hSOX2-23,"{""HasProperty"": ""T2-5""}"
12,S2213671113000921-994,6,Quantity,1550,1554,T1-6,100%,"{""unit"": ""%""}"
13,S2213671113000921-994,6,MeasuredProperty,1569,1591,T2-6,expressed SOX2 protein,"{""HasQuantity"": ""T1-6""}"
14,S2213671113000921-994,6,MeasuredEntity,1558,1568,T3-6,GFP+ cells,"{""HasProperty"": ""T2-6""}"
