,document_name,sentence,potential_measurements,noun_phrases
504,S2213671113000738-738.txt,"Our quantitative PCR (qPCR) study in vitro showed that the expression of MHC-I increased in response to IFN-γ, but the expression level was still 1/10 that of untreated monkey peripheral blood cells (Figure 2B).","[['PERSON', 141, 142], ['ORG', 160, 161], ['CARDINAL', 170, 171], ['CARDINAL', 180, 181]]","[['Our quantitative PCR (qPCR) study', 139, 146], ['the expression', 150, 152], ['MHC', 153, 154], ['I', 155, 156], ['response', 158, 159], ['IFN-γ', 160, 163], ['the expression level', 165, 168], ['untreated monkey peripheral blood cells', 173, 178], ['(Figure 2B', 178, 181]]"
505,S2213671113000738-738.txt,"The in vivo studies revealed that the serum level of IFN-γ increased at 2 months, and CD45+ cells (including CD8+ cells) accumulated in the allografts 3.5–4 months after the transplant.","[['ORG', 193, 194], ['DATE', 198, 200], ['PRODUCT', 202, 203], ['PRODUCT', 207, 209], ['DATE', 216, 217]]","[['The in vivo studies', 183, 187], ['the serum level', 189, 192], ['IFN-γ', 193, 196], ['2 months', 198, 200], ['CD8+ cells', 207, 210], ['the allografts', 213, 215], ['the transplant', 218, 220]]"
506,S2213671113000738-738.txt,"These findings closely correlate with the results of previous murine experiments (Hudson et al., 1994; Shinoda et al., 1995).","[['PERSON', 331, 332], ['DATE', 336, 337], ['ORG', 338, 339], ['DATE', 343, 344]]","[['These findings', 319, 321], ['the results', 324, 326], ['previous murine experiments', 327, 330], ['Hudson', 331, 332], ['et al', 332, 334]]"
507,S2213671113000738-738.txt,"The expression level was 1/100 compared with that of human peripheral blood cells in both hESCs and iPSCs, and it was similarly elevated in response to IFN-γ.","[['CARDINAL', 387, 388], ['ORG', 410, 411]]","[['The expression level', 383, 386], ['human peripheral blood cells', 392, 396], ['iPSCs', 400, 401], ['it', 403, 404], ['response', 408, 409], ['IFN-γ', 410, 413]]"
508,S0016236113008041-3159.txt,"For Na in particular which was present in reduced amounts in the solid, this suggests that some of it may be partitioning to the flue gas for bed inventories 6 and 13 kg.","[['CARDINAL', 52, 53], ['QUANTITY', 54, 56]]","[['Na', 23, 24], ['reduced amounts', 30, 32], ['it', 41, 42], ['the flue gas', 46, 49], ['bed inventories', 50, 52]]"
509,S0038071713001971-1427.txt,S1The yield records of recent two years.,"[['DATE', 17, 20]]","[['S1The yield records', 13, 16], ['recent two years', 17, 20]]"
510,S095741741101342X-726.txt,AR comparison at an 85/15% split of good/bad observations.,"[['PERCENT', 4, 6]]","[['AR comparison', 0, 2], ['an 85/15% split', 3, 7], ['good/bad observations', 8, 12]]"
511,S0038071711004354-2573.txt,"We conclude that the biological components contributing to RS at the forest site of San Rossore were mostly from heterotrophic origin, and constrained within the top 20–30 cm of the soil profile.","[['GPE', 14, 16], ['QUANTITY', 27, 29]]","[['We', 0, 1], ['the biological components', 3, 6], ['RS', 8, 9], ['the forest site', 10, 13], ['San Rossore', 14, 16], ['heterotrophic origin', 19, 21], ['the top 20–30 cm', 25, 29], ['the soil profile', 30, 33]]"
512,S0038071711004354-2573.txt,"Our results reflected the soil respiration processes which characterize a water- and nutrient-limited forest sites such as San Rossore (Rosenkranz et al., 2006).","[['GPE', 53, 55], ['DATE', 61, 62]]","[['Our results', 34, 36], ['the soil respiration processes', 37, 41], ['a water- and nutrient-limited forest sites', 43, 51], ['San Rossore', 53, 55], ['Rosenkranz et al', 56, 59]]"
513,S0038071711004354-2573.txt,"In a recent study on the soil organic carbon of six Mediterranean forest sites in Italy, Chiti et al.","[['CARDINAL', 74, 75], ['LOC', 75, 76], ['GPE', 79, 80]]","[['a recent study', 65, 68], ['the soil organic carbon', 69, 73], ['six Mediterranean forest sites', 74, 78], ['Italy', 79, 80], ['Chiti et al', 81, 84]]"
514,S0038071711004354-2573.txt,"(2010) reported that the pine forest of San Rossore had the lowest SOC accumulation within the top 20 cm of soil profile, and predicted that by the end of the second commitment period of the Kyoto protocol (2013–2017) would become a source of SOC.","[['DATE', 86, 87], ['GPE', 94, 96], ['QUANTITY', 104, 106], ['DATE', 114, 118], ['ORDINAL', 118, 119], ['GPE', 123, 124], ['CARDINAL', 126, 127], ['ORG', 133, 134]]","[['the pine forest', 90, 93], ['San Rossore', 94, 96], ['the lowest SOC accumulation', 97, 101], ['the top 20 cm', 102, 106], ['soil profile', 107, 109], ['the end', 114, 116], ['the second commitment period', 117, 121], ['the Kyoto protocol', 122, 125], ['a source', 130, 132], ['SOC', 133, 134]]"
515,S0921818113002245-882.txt,"The solid line in (a) shows the OxCal modelled age–depth relationship produced by integrating the radiocarbon wiggle-match of a series of 873 varves (Mellström et al., 2013) with a series of terrestrial macrofossil ages (labels 46–52.1.1).","[['CARDINAL', 35, 36], ['DATE', 43, 44], ['DATE', 50, 52], ['CARDINAL', 54, 55]]","[['The solid line', 8, 11], ['(a', 12, 14], ['the OxCal modelled age', 16, 20], ['depth relationship', 21, 23], ['the radiocarbon wiggle-match', 26, 31], ['a series', 32, 34], ['873 varves', 35, 37], ['Mellström', 38, 39], ['et al', 39, 41], ['a series', 46, 48], ['terrestrial macrofossil ages', 49, 52], ['(labels', 52, 54]]"
516,S0921818113002245-882.txt,(2003).,"[['DATE', 83, 84]]",[]
517,S0921818113002245-882.txt,"The sedimentation rate shown in (b) was calculated by interpolation between radiocarbon-dated levels, the AD 1850 lead pollution horizon (Guhrén et al., 2003) and the sediment surface.","[['DATE', 105, 107], ['DATE', 116, 117]]","[['The sedimentation rate', 86, 89], ['(b', 91, 93], ['interpolation', 97, 98], ['radiocarbon-dated levels', 99, 103], ['the AD 1850 lead pollution horizon', 104, 110], ['Guhrén', 111, 112], ['et al', 112, 114], ['the sediment surface', 119, 122]]"
518,S0921818113002245-882.txt,"(c) Loss-on-ignition, which is relatively stable in the sediments above 10.5 m depth.","[['CARDINAL', 140, 141]]","[['(c) Loss', 123, 127], ['ignition', 130, 131], ['the sediments', 137, 139], ['10.5 m', 140, 142], ['depth', 142, 143]]"
519,S0950705113001895-23137.txt,"Assume the object x11 in Table 4 inserts into Table 2, and U′ =","[['LAW', 5, 7], ['LAW', 9, 11]]","[['the object x11', 1, 4], ['Table 4 inserts', 5, 8], ['Table', 9, 10]]"
520,S0950705113001895-23137.txt,"Since ∀x ∈ U, f(x, d) ≠ f(x11, d) = 3 and f(D2, d) < f(x11, d)","[['ORG', 22, 25], ['CARDINAL', 31, 32], ['CARDINAL', 36, 37]]","[['∀x ∈ U', 22, 25], ['f(x', 26, 27], ['≠ f(x11', 30, 32], ['d', 33, 34], ['f(D2', 38, 39], ['f(x11', 43, 44], ['d', 45, 46]]"
521,S0925443913003037-654.txt,Cranial MRI performed at age 2.5 years.,"[['DATE', 4, 7]]","[['Cranial MRI', 0, 2], ['age', 4, 5]]"
522,S1750583613004192-1267.txt,"An additional uncertainty arises from saturation profiling, which discerns between pores filled with brine and pores filled with CO2 above a poorly constrained level of saturation (Arts et al., 2004).","[['DATE', 33, 34]]","[['An additional uncertainty', 0, 3], ['saturation profiling', 5, 7], ['pores', 11, 12], ['brine', 14, 15], ['pores', 16, 17], ['CO2', 19, 20], ['a poorly constrained level', 21, 25], ['saturation', 26, 27], ['(Arts et al', 27, 31]]"
523,S1750583613004192-1267.txt,"It follows from the commonly used Gassmann equation (Gassmann, 1951) that: (a) very low saturations of less than a few percent are undetectable; (b) a strong correlation emerges as the gas saturation increases from a few percent to around thirty percent; and (c) for saturations much above thirty percent, it is difficult to distinguish between moderate and high saturations.","[['ORG', 42, 43], ['ORG', 45, 46], ['DATE', 47, 48], ['PERCENT', 79, 82], ['PERCENT', 83, 86], ['PERCENT', 94, 97]]","[['It', 36, 37], ['the commonly used Gassmann equation', 39, 44], ['Gassmann', 45, 46], [': (a) very low saturations', 50, 57], ['less than a few percent', 58, 63], ['a strong correlation', 69, 72], ['the gas saturation', 74, 77], ['a few percent', 79, 82], ['around thirty percent', 83, 86], ['saturations', 92, 93], ['it', 98, 99], ['moderate and high saturations', 104, 108]]"
524,S1750583613004192-1267.txt,"It follows that the 80% gas saturation that is commonly assumed for the Sleipner plume, while reasonable (Chadwick et al., 2005; Bickle et al., 2007), remains uncertain (Lumley, 2008).","[['PERCENT', 113, 115], ['PERSON', 123, 124], ['PERSON', 129, 130], ['DATE', 134, 135], ['DATE', 141, 142], ['ORG', 147, 150]]","[['It', 109, 110], ['the 80% gas saturation', 112, 117], ['the Sleipner plume', 122, 125], ['reasonable (Chadwick et al', 127, 132], ['(Lumley', 146, 148]]"
525,S1750583613004192-1267.txt,"If the 80% assumption represents a reasonable upper limit to the mean saturation for the plume, the lower limit could be as low as 40%, halving mass balance estimates premised on the widely assumed high-saturation value.","[['PERCENT', 154, 156], ['PERCENT', 175, 180]]","[['the 80% assumption', 153, 157], ['a reasonable upper limit', 158, 162], ['the mean saturation', 163, 166], ['the plume', 167, 169], ['the lower limit', 170, 173], ['40%', 178, 180], ['mass balance estimates', 182, 185], ['the widely assumed high-saturation value', 187, 194]]"
526,S0167610513001001-1751.txt,8 shows the mean difference between wind speeds measured by the lidar and sonic anemometer against anemometer wind speed.,"[['CARDINAL', 2, 3]]","[['the mean difference', 4, 7], ['wind speeds', 8, 10], ['the lidar and sonic anemometer', 12, 17], ['anemometer wind speed', 18, 21]]"
527,S0167610513001001-1751.txt,The data was divided into bins of 1 m s−1.,"[['CARDINAL', 29, 30]]","[['The data', 22, 24], ['bins', 27, 28], ['1 m', 29, 31], ['s−1', 31, 32]]"
528,S0167610513001001-1751.txt,"The mean difference between the two instruments remains fairly constant, with the lidar overestimating the wind speed by between 0 and 0.5 m s−1.","[['CARDINAL', 52, 53], ['CARDINAL', 66, 70]]","[['The mean difference', 47, 50], ['the two instruments', 51, 54], ['the lidar', 59, 61], ['the wind speed', 62, 65], ['s−1', 71, 72]]"
529,S0167610513001001-1751.txt,At wind speeds greater than 20 m s−1 the lidar appears to be overestimating the wind speed.,"[['CARDINAL', 76, 79]]","[['wind', 74, 75], ['s−1', 80, 81], ['the lidar', 81, 83], ['the wind speed', 87, 90]]"
530,S0038071712001010-1044.txt,(2008) might be expected to result in alterations in soil structure relative to hyphae of other slower growing species.,[],"[['alterations', 32, 33], ['soil structure', 34, 36], ['hyphae', 38, 39], ['other slower growing species', 40, 44]]"
531,S0038071712001010-1044.txt,"(2001, 2004) demonstrated that AMF hyphae frequently anastamose and could result in a large network of interconnecting hyphae.","[['DATE', 52, 55]]","[['AMF', 58, 59], ['a large network', 66, 69], ['hyphae', 71, 72]]"
532,S0038071712001010-1044.txt,"A soil with a greater proportion of small pores (∼0.4 mm2) will retain water more effectively than a soil with larger pores; furthermore, small pores act as nutrient-rich habitats for soil microflora (Nunan et al., 2001).","[['PERSON', 111, 112], ['DATE', 145, 146]]","[['A soil', 101, 103], ['a greater proportion', 104, 107], ['small pores', 108, 110], ['∼0.4 mm2', 111, 113], ['water', 116, 117], ['a soil', 120, 122], ['larger pores', 123, 125], [', small pores', 127, 130], ['nutrient-rich habitats', 132, 136], ['soil microflora', 137, 139], ['Nunan et al', 140, 143]]"
533,S0038071712001010-1044.txt,"Bearden (2001) concluded, in a study of soil–water characteristics, that AMF hyphae resulted in soils gaining groups of small pores which corroborates the current findings, although it is interesting that different Glomus species affect the size and distance between pores differently.","[['DATE', 179, 180], ['GPE', 215, 216]]","[['Bearden', 177, 178], ['a study', 184, 186], ['soil', 187, 188], ['water characteristics', 189, 191], ['AMF hyphae', 193, 195], ['soils', 197, 198], ['groups', 199, 200], ['small pores', 201, 203], ['the current findings', 205, 208], ['it', 210, 211], ['different Glomus species', 214, 217], ['the size', 218, 220], ['distance', 221, 222], ['pores', 223, 224]]"
534,S0038071712001010-1044.txt,Bearden (2001) used a combination of six Glomus species (including G. mosseae) in her investigation of vertisols.,"[['DATE', 228, 229], ['CARDINAL', 234, 235], ['GPE', 235, 236]]","[['Bearden', 226, 227], ['a combination', 231, 233], ['six Glomus species', 234, 237], ['G. mosseae', 239, 241], ['her investigation', 243, 245], ['vertisols', 246, 247]]"
535,S0038071712001010-1044.txt,(2009) found no evidence of G. intraradices forming small diameter structural pores and the larger size of the pores relative to the AMF led them to conclude that pore development was an indirect effect of the mycorrhiza.,"[['DATE', 256, 257]]","[['no evidence', 259, 261], ['small diameter structural pores', 265, 269], ['the larger size', 270, 273], ['the pores', 274, 276], ['the AMF', 278, 280], ['them', 281, 282], ['pore development', 285, 287], ['an indirect effect', 288, 291], ['the mycorrhiza', 292, 294]]"
536,S0038071712001010-1044.txt,"Previous studies (e.g. Bedini et al., 2009) showed that aggregate stability is affected by the plant-fungal system rather than by plant root metabolism.","[['PERSON', 358, 359], ['DATE', 363, 364]]","[['Previous studies', 354, 356], ['e.g. Bedini et al', 357, 361], ['aggregate stability', 367, 369], ['the plant-fungal system', 372, 377], ['plant root metabolism', 380, 383]]"
537,S0038071712001010-1044.txt,(2009) performed an elegant experiment in which mycorrhizal-deficient and ‘wild type’ tomato plants were grown in an agricultural field soil amended with G. mosseae and G. intraradices.,"[['DATE', 389, 390], ['ORG', 416, 417]]","[['an elegant experiment', 392, 395], ['mycorrhizal-deficient and ‘wild type’ tomato plants', 397, 407], ['an agricultural field soil', 410, 414], ['G. mosseae', 416, 418], ['G. intraradices', 419, 421]]"
538,S0038071712001010-1044.txt,Their experiment lasted for 84 days and during this time the soil experienced wet–dry cycles which may have encouraged microbial populations to produce polysaccharides which in turn enhanced aggregate production.,"[['DATE', 461, 463]]","[['Their experiment', 457, 459], ['84 days', 461, 463], ['this time', 465, 467], ['the soil', 467, 469], ['wet–dry cycles', 470, 474], ['microbial populations', 478, 480], ['polysaccharides', 482, 483], ['turn', 485, 486], ['aggregate production', 487, 489]]"
539,S0038071712001010-1044.txt,"Whilst it has been shown before that different AMF species may affect aggregate stability (Schreiner et al., 1997), the focus here is on the effects of the mycelium in addition to the mycorrhiza.","[['ORG', 544, 547], ['DATE', 549, 550]]","[['it', 530, 531], ['different AMF species', 536, 539], ['aggregate stability', 541, 543], ['Schreiner et al', 544, 547], ['the focus', 552, 554], ['the effects', 557, 559], ['the mycelium', 560, 562], ['addition', 563, 564], ['the mycorrhiza', 565, 567]]"
540,S0038071712001010-1044.txt,"No correlations were observed for AMF hyphal abundance and soil physical properties, demonstrating that the differences observed may relate to growth patterns and mycelium architecture rather than density, or perhaps to AMF-specific altered C-exudation since AM fungi are known to produce extracellular soil proteins such as glomalin (Wright and Upadhyaya, 1996).","[['PERSON', 622, 623], ['GPE', 624, 625], ['DATE', 626, 627]]","[['No correlations', 568, 570], ['AMF hyphal abundance', 573, 576], ['physical properties', 578, 580], ['the differences', 583, 585], ['growth patterns', 589, 591], ['mycelium architecture', 592, 594], ['density', 596, 597], ['AMF-specific altered C-exudation', 601, 608], ['AM fungi', 609, 611], ['extracellular soil proteins', 615, 618], ['glomalin', 620, 621], ['Wright', 622, 623], ['Upadhyaya', 624, 625]]"
